skill_id,skill_name,repo_name,repo_url,skill_url,category,installs,leaderboard_rank,is_official,github_stars_abbreviated,snyk_status,socket_status,agent_trust_hub_status,summary,has_skill_md,scope,procedural,analytical,orchestration,compliance,documentation,explicitness,documentation_quality,tacit_dependency,context_sensitivity,codifiability_score,codifiability_rationale,coordination_burden,evaluation_type,output_verifiability,tests_quality,thresholds_quality,error_handling,evaluability_score,evaluability_rationale,requires_memory,requires_tools,requires_external_services,provenance_clarity,maintenance_signals,safety_notes,scope_limits,coding_status,audit_confidence,coding_notes
RD02,persona-researcher,googleworkspace/cli,https://www.skills.sh/googleworkspace/cli/persona-researcher,https://www.skills.sh/googleworkspace/cli/persona-researcher,research-and-analysis,14919,492,Y,26.4K,pass,pass,pass,"Organize research — manage references, notes, and collaboration.",Y,multi_step_workflow,3,2,4,0,1,2,2,2,3,2,"SKILL.md provides a short, actionable checklist (Drive organize; Docs +write; Sheets +append; workflow +file-announce; Gmail +send) plus a few concrete tips (e.g., `gws drive files list` search, `--format csv`), but it does not specify folder schemas, naming conventions, or decision rules for what to summarize/log/share. Execution is tightly coupled to the Google Workspace CLI ecosystem via required bins/skills (`gws`, `gws-drive`, `gws-docs`, `gws-sheets`, `gws-gmail`), and some judgement is needed to determine appropriate organization and summary content.",3,holistic,1,0,0,0,0,"The artefact defines activities (organize, write notes/summaries, append logs, announce files, request reviews) but provides no acceptance criteria, tests, or pass/fail thresholds for what counts as a good organization structure or summary. Outputs (notes, folders, announcements) are only loosely verifiable and would mainly require human judgement of usefulness and completeness.",0,1,1,3,2,0,0,complete,3,"Evidence: YAML metadata includes version 0.22.5 and explicit prerequisites/required skills; instructions are bullet-level without detailed schemas or edge cases. No evaluation, error handling, safety, or out-of-scope guidance visible."
RD03,convex-performance-audit,get-convex/agent-skills,https://github.com/get-convex/agent-skills,https://www.skills.sh/get-convex/agent-skills/convex-performance-audit,research-and-analysis,49946,255,N,88,Pass,Pass,Pass,"Audits Convex performance for reads, subscriptions, write contention, and",Y,multi_step_workflow,4,3,3,1,1,4,3,2,3,3,"SKILL.md provides a clear end-to-end audit procedure with ordered steps (""First Step: Gather Signals"", ""Signal Routing"", and Workflow steps 1–5) plus a concrete checklist, making the core execution path explicit. It also points to multiple internal reference files and an external best-practices page, adding reusable supporting material, but effective execution still assumes Convex-specific expertise (e.g., interpreting insights, OCC conflicts, reactive invalidation) and access to a Convex codebase/CLI, making it context-bound.",3,hybrid,2,0,0,2,1,"Evaluation is partly checkable via stated verification items (""Results are the same as before"", ""Eliminated reads or writes are no longer in the path"") and by re-running/consulting insights signals, but no concrete pass/fail thresholds or tests are specified in the artefact. Some failure/uncertainty handling is present (e.g., what to do if CLI is too old; guidance when runtime signals are unavailable), yet acceptance remains partly judgement-based (e.g., deciding when refactors are warranted under the guardrails).",0,1,0,1,0,3,3,complete,3,Requires Convex environment and likely CLI usage (npx convex insights) and codebase inspection; external services/credentials not explicitly required in SKILL.md so coded 0. Provenance beyond name/description in frontmatter not provided (no author/version/license in SKILL.md). Strong guardrails and when-not-to-use sections support safety/scope boundaries; no explicit quantitative performance targets or test harness included.
RD04,architecture-blueprint-generator,github/awesome-copilot,https://www.skills.sh/github/awesome-copilot/architecture-blueprint-generator,https://www.skills.sh/github/awesome-copilot/architecture-blueprint-generator,research-and-analysis,10249,779,Y,33.4K,pass,pass,pass,Comprehensive project architecture blueprint generator that analyzes codebases to create detailed architectural documentation. Automatically detects technology…,Y,end_to_end_process,3,4,2,1,4,4,2,3,2,2,"SKILL.md provides a highly structured, stepwise blueprint for generating a specific artefact ('Project_Architecture_Blueprint.md') with numbered sections (1–17) and conditional branches driven by configuration variables (e.g., PROJECT_TYPE, ARCHITECTURE_PATTERN, DIAGRAM_TYPE), making the core procedure explicit. However, it relies on substantial tacit judgement to correctly infer patterns and rationales from a codebase (e.g., 'determine the architectural pattern(s)' and 'why the current architectural pattern was chosen'), and it is moderately context-sensitive because execution presumes access to and interpretation of a particular codebase and its conventions.",3,holistic,2,0,0,1,1,"The output is a long-form architecture document whose quality is only partially checkable (presence of required sections/diagrams can be verified, but correctness of inferred patterns and decision rationales is largely judgement-based). SKILL.md does not specify tests, acceptance thresholds, or concrete pass/fail criteria for the generated blueprint, and it provides only limited error/failure guidance beyond general prompts like ensuring diagrams reflect implementation.",0,0,0,2,0,0,1,complete,3,"Coded as end_to_end_process because the prompt spans detection, visualization, component/layer/data analysis, testing/deployment architecture, governance, and a 'Blueprint for New Development'. No explicit tooling/API requirements are stated in SKILL.md (diagram generation is requested but no tool named), so requires_tools/external_services left at 0. Provenance limited to frontmatter name/description; no author/version/license noted."
RD05,deep-research,affaan-m/everything-claude-code,https://www.skills.sh/affaan-m/everything-claude-code/deep-research,https://www.skills.sh/affaan-m/everything-claude-code/deep-research,research-and-analysis,3997,1544,N,187.3K,warn,pass,pass,"Multi-source deep research using firecrawl and exa MCPs. Searches the web, synthesizes findings, and delivers cited reports with source attribution. Use when…",Y,multi_step_workflow,3,4,3,1,2,4,4,2,3,3,"SKILL.md provides a clear end-to-end workflow (Steps 1–6) with concrete MCP call examples (e.g., `firecrawl_search`, `web_search_exa`, `firecrawl_scrape`, `crawling_exa`) and a full report template, making the core procedure highly explicit and well-supported. However, it depends on specific external MCP tools and local configuration paths (`~/.claude.json` / `~/.codex/config.toml`) and explicitly warns the skill is “drift-prone” due to changing tool names/quotas/result shapes, increasing context sensitivity and some tacit judgement in source selection/synthesis.",3,hybrid,2,0,2,2,2,"Evaluation is partly checkable via stated quality rules (e.g., “Every claim needs a source,” cross-referencing single-source claims, recency preference) and the required “Sources/Methodology” sections, but correctness of synthesis and theme selection remains partly subjective. No tests or automated validation are provided, and error handling is limited to guidance like acknowledging gaps and stating “insufficient data found,” plus the drift warning to verify MCP configuration/docs.",0,1,1,2,0,3,2,complete,3,Requires Firecrawl/Exa MCP tools (external services) and mentions configuration locations; includes parallelization via Task tool (adds coordination). Safety/limitations evidenced by “Drift-prone skill” warning and “No hallucination/insufficient data” rule. Provenance limited to frontmatter `origin: ECC` without version/license/author details.
RD06,doublecheck,github/awesome-copilot,https://www.skills.sh/github/awesome-copilot/doublecheck,https://www.skills.sh/github/awesome-copilot/doublecheck,research-and-analysis,2864,1913,Y,33.4K,warn,pass,pass,"Three-layer verification pipeline for AI output. Extracts verifiable claims, finds supporting or contradicting sources via web search, runs adversarial review…",Y,multi_step_workflow,4,3,2,1,1,4,4,1,1,4,"SKILL.md provides a highly explicit, stepwise three-layer procedure (Activation modes; Layer 1 claim extraction/consistency/confidence; Layer 2 web_search strategy; Layer 3 adversarial checklist) plus concrete templates for inline verification and the report, making the workflow readily executable. Tacit judgement is limited but present in source credibility assessment and deciding what is “common knowledge” vs needing search; portability is high with only a generic dependency on web search and an internal report template reference.",3,hybrid,3,0,3,2,2,"Outputs are structured and partially checkable: claims are enumerated with IDs, rated using a defined rating rubric (VERIFIED/PLAUSIBLE/UNVERIFIED/DISPUTED/FABRICATION RISK) and accompanied by URLs, enabling spot-checking, but correctness still depends on human review of sources and judgement of authority. No automated tests are specified; however, clear escalation rules (auto-escalate to full report on DISPUTED/FABRICATION RISK; always full report for legal/regulatory content) and a limitations disclosure provide some evaluative guardrails.",1,1,1,2,0,4,3,complete,4,Requires tool/service evidence: Layer 2 explicitly instructs using `web_search` (implies external search service). Persistent “active mode” implies state across conversation (requires_memory=1). Strong safety/limitations section and “not to tell the user what is true” plus limitations disclosure; scope limits via response-type classification and high-stakes auto/full-report rules. Provenance limited to frontmatter name/description; no author/version/license in SKILL.md.
RD07,interpreting-culture-index,trailofbits/skills,https://www.skills.sh/trailofbits/skills/interpreting-culture-index,https://www.skills.sh/trailofbits/skills/interpreting-culture-index,research-and-analysis,2393,2234,N,5.3K,pass,pass,pass,"Interprets Culture Index (CI) surveys, behavioral profiles, and personality assessment data. Supports individual profile interpretation, team composition…",Y,end_to_end_process,3,4,3,2,1,4,4,2,2,3,"SKILL.md provides highly explicit, structured instructions: intake decision tree (JSON vs PDF vs transcript), a routing table to specific workflow files, and a verification loop with concrete checks (e.g., always interpret traits as distance from arrow; compare Survey vs Job). It also includes strong supporting material (tables for distance labels/percentiles, EU utilization formula with thresholds, quick reference trait colors, and an indexed library of references/workflows), but still relies on some interpretive judgement when translating profiles into strengths/challenges and recommendations.",3,hybrid,3,0,3,2,2,"Evaluation is partly objective via embedded criteria and thresholds (e.g., EU utilization formula with 70–130% healthy, >130% stress, <70% frustration; verification checklist items like using relative positions and referencing the arrow) plus qualitative judgement for narrative interpretation and recommendations. No automated tests are described, and error handling is limited to extraction guidance (run `extract_pdf.py --verify`; if uv missing or extraction fails, stop and instruct user rather than using vision).",0,1,0,1,0,3,3,complete,3,Strong in-skill governance: 'When NOT to Use' excludes non-CI instruments and clinical diagnosis; warns against using CI as sole hiring/firing basis; prohibits visual estimation for trait extraction and mandates script verification. Provenance/maintenance details (author/version/license/changelog) not visible in provided SKILL.md excerpt. External services not evidenced; tools evidenced via allowed-tools and `uv run .../extract_pdf.py`.
RD08,academic-search,claude-office-skills/skills,https://www.skills.sh/claude-office-skills/skills/academic-search,https://www.skills.sh/claude-office-skills/skills/academic-search,research-and-analysis,2233,2336,N,137,pass,pass,pass,"Search and analyze academic literature. Find papers, understand research methodologies, and synthesize academic findings for research projects.",Y,multi_step_workflow,3,4,2,0,2,3,4,3,1,3,"SKILL.md provides a clear 3-step usage flow (define topic → get search strategy → analyze findings) plus concrete frameworks (Boolean operators, PICO, three-pass reading) and detailed output templates for search strategies and literature reviews, making the procedure largely externalised. However, high-quality execution still depends on tacit scholarly judgement (e.g., assessing novelty/rigor, identifying themes/gaps, choosing databases/filters), and the skill cannot actually run searches or access full text, limiting end-to-end executability despite good codification.",2,holistic,2,0,1,0,1,"Outputs are mainly narratives and structured plans (search strategy, literature review) that can be checked for completeness against the provided templates and checklists (e.g., “Quality Indicators to Look For”), but correctness of synthesis and gap identification is largely judgement-based. No tests, formal acceptance criteria, or explicit failure/recovery procedures are provided beyond stating limitations (e.g., cannot verify citation counts in real time).",0,1,0,4,1,2,3,complete,3,"Evidence: frontmatter includes name/version/author/license/models and MCP tools (create_docx, extract_text_from_pdf) → requires_tools=1. Strong supporting material: database tables, query examples, analysis frameworks, and two detailed markdown output templates. Evaluability is limited: no explicit pass/fail thresholds beyond a checklist; no test artefacts. Tacit dependency elevated because assessing methodology quality, significance, and synthesising themes/gaps requires domain expertise."
RD09,session-logs,steipete/clawdis,https://www.skills.sh/steipete/clawdis/session-logs,https://www.skills.sh/steipete/clawdis/session-logs,research-and-analysis,1717,2840,N,373.3K,fail,pass,pass,Search and analyze your own session logs (older/parent conversations) using jq.,Y,multi_step_workflow,4,1,2,0,1,4,3,1,3,3,"SKILL.md provides concrete, executable CLI recipes (multiple bash+jq+rg snippets) plus clear file locations and log structure (roles, content types, cost fields), making the core procedure highly explicit. However, it is tied to the OpenClaw runtime/state layout (e.g., $OPENCLAW_STATE_DIR/agents/<agentId>/sessions/ and using agent=<id> from the system prompt), which reduces portability, and some judgement remains in choosing the right query/filters for a user’s request.",2,objective,3,0,0,1,1,"Outputs are largely checkable by inspection and deterministic command results (e.g., jq filters for user/assistant text, cost sums, counts), so correctness is fairly verifiable in principle. The artefact includes no tests, acceptance thresholds, or systematic validation steps beyond ad-hoc tips (e.g., use head/tail for sampling), and it does not specify recovery steps for missing files/IDs or malformed JSONL.",0,1,0,2,0,0,1,complete,3,"Requires local binaries jq and rg (declared in metadata) and assumes OpenClaw session-log directory conventions and access to agentId from system prompt. No explicit evaluation section, tests, or error-handling for absent OPENCLAW_STATE_DIR, missing session files, or permissions."
RD10,ask-docs,crewaiinc/skills,https://www.skills.sh/crewaiinc/skills/ask-docs,https://www.skills.sh/crewaiinc/skills/ask-docs,research-and-analysis,1679,2888,N,24,warn,pass,pass,"Query the official CrewAI documentation for answers. Use when the user has a CrewAI question that isn't fully covered by the getting-started, design-agent,…",Y,multi_step_workflow,4,2,3,0,1,4,3,1,2,3,"SKILL.md provides a clear, stepwise procedure (fetch `https://docs.crewai.com/llms.txt`, select a page, `WebFetch` the page, then synthesize and cite) plus a workflow summary and concrete fetch command templates, making the core execution highly explicit. Tacit judgement is limited to selecting the “most relevant page(s)” and synthesizing an answer, but the index format and use-case table reduce ambiguity. It is somewhat context-sensitive because it depends on CrewAI’s docs site structure and the availability of `llms.txt`/`WebFetch`, but the method is still fairly transferable as a docs-lookup pattern.",2,holistic,2,0,0,0,1,"The skill requires producing a synthesized answer with a cited docs URL, but correctness is only partially verifiable (you can check whether the cited page supports the claims, yet synthesis quality remains subjective). No tests, acceptance thresholds, or failure-mode guidance (e.g., missing `llms.txt`, fetch errors, conflicting pages) are specified in SKILL.md.",0,1,1,2,0,0,3,complete,4,Requires using a web-fetch capability and external service (docs.crewai.com). Strong scope boundary: explicit “Do NOT use this skill” when other curated skills cover the question; otherwise use docs lookup. No explicit provenance beyond frontmatter name/description; no version/license/changelog in SKILL.md.
SC01,openclaw-secure-linux-cloud,xixu-me/skills,https://github.com/xixu-me/skills,https://www.skills.sh/xixu-me/skills/openclaw-secure-linux-cloud,security-and-compliance,150837,40,N,53,warn,pass,fail,"Use when self-hosting OpenClaw on a cloud server, hardening a remote OpenClaw gateway, choosing between SSH tunneling, Tailscale, or reverse-proxy exposure, or…",Y,multi_step_workflow,3,2,2,2,1,3,3,2,3,2,"SKILL.md provides a structured workflow (classify request → secure baseline → separate local/server actions → ask blocking facts → access escalation ladder) plus concrete red flags (e.g., binding to 0.0.0.0, opening port 18789), making the main guidance fairly executable. However, many steps defer to environment-specific details (distro-specific firewall/package-manager commands, Podman setup, OpenClaw config paths) and point to an external reference file for the command matrix and checklists, implying some implicit sysadmin judgement and repo-context dependence.",2,holistic,2,0,1,1,1,"The artefact specifies expected deliverables (architecture summary, checklists, remediation sequence) and identifies security anti-patterns/red flags, but it does not define objective pass/fail acceptance criteria or provide tests/validation scripts in SKILL.md. Evaluation is therefore mostly based on human judgement of whether the guidance is appropriately conservative and complete for the user’s environment, with only partial verifiability via checking for the presence/absence of stated red flags.",0,0,0,2,0,4,3,complete,3,"Strong safety/secure-by-default guidance and clear in/out-of-scope section. Many actionable details are deferred to references/REFERENCE.md (not provided here), so explicit command-level executability and any concrete validation/audit commands cannot be confirmed from SKILL.md alone; scored documentation_quality high but not maximal and kept evaluability conservative."
SC02,convex-setup-auth,get-convex/agent-skills,https://github.com/get-convex/agent-skills,https://www.skills.sh/get-convex/agent-skills/convex-setup-auth,security-and-compliance,49787,256,N,29,pass,pass,pass,"Sets up Convex auth, identity mapping, and access control. Use for login, auth",Y,multi_step_workflow,4,2,3,1,1,3,3,2,3,2,"SKILL.md provides a clear stepwise workflow (determine provider, choose local vs production, read provider reference, follow official docs, add checks, verify) plus concrete code examples for protecting functions, which makes the core procedure fairly executable. However, it explicitly defers many implementation details to external official docs and local reference files (e.g., `references/clerk.md`, `references/auth0.md`) and requires repo-specific inference (dependencies, env vars, existing files), increasing tacit judgement and making it strongly Convex-ecosystem/context bound.",3,hybrid,2,0,1,2,1,"Evaluation is partly checkable via the stated verification targets (login state, protected queries, env vars, production configuration) and the included checklist, but no automated tests or concrete pass/fail thresholds are provided. Error handling is suggested through example messages (""Not authenticated"", ""Unauthorized"") and guidance to validate sign-in/sign-up flows (manual checklist if no browser automation), implying human-in-the-loop assessment.",0,0,1,2,0,2,3,complete,3,Requires external services because it involves third-party auth providers (Clerk/WorkOS/Auth0/custom JWT) and environment variables/credentials. Tool requirements are not explicitly specified in SKILL.md (mentions provider init commands and possible browser automation tools but not as required). Provenance limited to frontmatter name/description; no version/author/license in SKILL.md. Strong scope limits via 'When Not to Use' and guidance to ask user for interactive steps.
SC03,skill-vetter,useai-pro/openclaw-skills-security,https://github.com/useai-pro/openclaw-skills-security,https://www.skills.sh/useai-pro/openclaw-skills-security/skill-vetter,security-and-compliance,17902,442,N,55,warn,pass,pass,"Security-first vetting for OpenClaw skills. Use before installing any skill from ClawHub, GitHub, or other sources.",Y,single_bounded_task,4,3,1,3,2,4,3,1,1,3,"SKILL.md provides a clear, stepwise vetting protocol (Steps 1–4) plus a concrete output template (“SKILL VETTING REPORT”) and explicit red-flag lists with severity labels, making the core procedure highly executable. Tacit judgement is limited to interpreting whether permissions/strings are “suspicious,” but the checklist and examples (e.g., typosquat patterns, network+shell rule) substantially externalize the criteria. The skill is largely portable, assuming only access to a target skill’s SKILL.md/frontmatter rather than a specific org stack.",2,hybrid,3,0,3,1,2,"The artefact defines structured acceptance criteria (e.g., “Flag any skill that requests `network` + `shell` together,” and Critical/Warning/Informational red-flag categories) and a standardized report format, enabling partial objective checking of findings and verdict consistency. However, no tests or automated validation are provided, and some determinations (e.g., whether an author is “suspicious” or a description “matches what the skill actually does”) remain judgement-based.",0,0,0,4,2,4,2,complete,4,"Strong procedural checklist with explicit severity categories and a fixed report template. Some criteria inherently subjective (author identifiability, description matches behavior), but overall guidance is concrete. Frontmatter includes version and updated timestamp plus audit metadata (trust-score, last-audited, permissions). No explicit failure-mode handling beyond “if in doubt…sandbox” and “report suspicious skills.”"
SC04,email-and-password-best-practices,better-auth/skills,https://github.com/better-auth/skills,https://www.skills.sh/better-auth/skills/email-and-password-best-practices,security-and-compliance,16847,457,Y,191,pass,pass,pass,"Configure email verification, implement password reset flows, set password policies, and customise hashing algorithms for Better Auth email/password…",Y,multi_step_workflow,4,1,2,2,1,4,3,1,3,3,"SKILL.md provides concrete, executable configuration steps (Quick Start list) and multiple TypeScript code snippets for email verification, password reset, token expiry, session revocation, password length limits, and custom hashing (hash/verify functions). Tacit judgement is limited but present in areas like choosing password policy values and planning a hashing migration strategy; the skill is also tied to the Better Auth ecosystem and its APIs/CLI (e.g., `betterAuth(...)`, `authClient`, `npx @better-auth/cli@latest migrate`).",2,hybrid,2,0,2,2,2,"Verification is mostly via manual/behavioral checks (e.g., 'attempt sign-up and confirm verification email triggers') and runtime behavior of Better Auth flows, with no explicit automated tests described. Some concrete acceptance bounds exist (e.g., token expiry default/override, min/max password length), and partial failure-mode guidance appears under 'Security Considerations' (timing attack prevention, dummy operations, constant responses) plus serverless background task handling, but no pass/fail checklist is fully specified.",0,1,1,2,0,3,1,complete,3,"Requires Better Auth library usage throughout and references Better Auth CLI migration command; external email delivery is implied via `sendEmail` and callback URLs. No explicit author/version/license metadata in SKILL.md frontmatter beyond name/description; no changelog/maintenance info visible. Scope limits are only lightly implied (e.g., notes about requireEmailVerification applying only to email/password sign-ins; hashing algorithm switch warning)."
SC05,firebase-security-rules-auditor,firebase/agent-skills,https://github.com/firebase/agent-skills,https://www.skills.sh/firebase/agent-skills/firebase-security-rules-auditor,security-and-compliance,23063,371,Y,88,Pass,Pass,Pass,A skill to evaluate how secure Firestore security rules are. Use this when Firestore security rules are updated to ensure that the generated rules are…,Y,single_bounded_task,2,4,1,2,0,3,2,2,2,2,"SKILL.md provides a clear auditor role plus a concrete, enumerated checklist (e.g., create vs update bypass, authority source, type safety) and a required JSON output schema, which makes the core execution flow fairly explicit. However, applying items like “broken business logic” and judging whether a bypass exists requires security expertise and interpretation, and the skill is tied to Firestore Security Rules concepts (e.g., request.resource.data, request.auth.uid), reducing portability.",1,hybrid,2,0,3,0,1,"The artefact defines a 1–5 scoring rubric with anchored categories (critical→secure) and mandates a structured JSON response, giving clear acceptance structure and partial criteria. But there are no tests/validation procedures, and several checklist items depend on qualitative judgement (e.g., whether rules “support the app’s purpose”), so correctness is only partially verifiable.",0,0,0,2,0,1,1,complete,3,"Evidence is limited to SKILL.md: strong checklist + JSON schema; no explicit tooling, test harness, or failure-mode guidance. Safety/limitations are implicit via “Red Team Edition” framing and admin bootstrapping caveat, but no broader risk/disclaimer section."
SC06,secrets-management,wshobson/agents,https://github.com/wshobson/agents,https://www.skills.sh/wshobson/agents/secrets-management,security-and-compliance,7664,1103,N,35.7K,missing,missing,missing,"secrets-management — an installable skill for AI agents, published by wshobson/agents.",Y,end_to_end_process,4,2,3,2,1,3,4,2,3,3,"SKILL.md provides concrete, reusable procedures and configs across multiple environments (Vault CLI setup commands; GitHub Actions/GitLab CI YAML; AWS CLI; Terraform; Kubernetes External Secrets), plus explicit best-practice steps and rotation processes. However, execution depends on the reader’s specific CI/CD platform and cloud/Vault/Kubernetes setup (e.g., URLs, tokens, IAM/RBAC, cluster namespaces), and some steps assume domain judgement (e.g., how to implement generate_strong_password()/update_database_password(), choosing least-privilege policies).",3,hybrid,2,1,0,1,1,"The artefact includes some checkable elements (e.g., secret scanning hooks/CI jobs that fail on detection; ‘Verify functionality’ in rotation), but it does not define acceptance thresholds for secure configuration nor provide test suites for the pipeline integrations. Most success criteria are operational/holistic (secrets not leaked, deployments work, least privilege), with only limited explicit validation guidance.",0,1,1,2,0,3,1,complete,3,"Requires multiple external tools/services (Vault, AWS CLI/Secrets Manager, GitHub/GitLab CI, Terraform, Kubernetes External Secrets Operator, TruffleHog/Docker). Strong safety guidance present (e.g., never commit/print secrets, masking, encryption, scanning), but few explicit out-of-scope/escalation rules and no explicit tests/thresholds beyond secret-scan pass/fail. References to `references/vault-setup.md` and `references/github-secrets.md` are mentioned but not included in provided text."
SC07,openclaw-control-center,aradotso/trending-skills,https://github.com/aradotso/trending-skills,https://www.skills.sh/aradotso/trending-skills/openclaw-control-center,security-and-compliance,4001,1542,N,10,fail,pass,warn,"Local-first, security-first control center for OpenClaw agents — visibility dashboard with readonly defaults, token attribution, collaboration tracing, and…",Y,end_to_end_process,3,2,4,2,1,4,4,2,3,3,"SKILL.md provides a concrete install/run procedure (clone, npm install/build/test/smoke/dev:ui), explicit environment flags with a meanings table, and detailed integration patterns plus TypeScript examples for connectors/UI sections, making the core workflow highly executable. However, it is tightly coupled to a specific OpenClaw local environment (requires running OpenClaw Gateway, reads ~/.openclaw, mentions subscription snapshot paths) and some operational judgement remains (e.g., configuring correct OPENCLAW_GATEWAY_URL/OPENCLAW_HOME, interpreting wiring status and risk signals).",4,hybrid,2,3,2,3,3,"Evaluability is supported by explicit commands for validation (""npm test"" and ""npm run smoke:ui"") and troubleshooting checks (port conflict commands, wiring status, token auth curl example), but the artefact does not define clear acceptance thresholds for dashboard correctness beyond these checks. Many outcomes (e.g., ""risk signals"" and operational summaries) are only partially verifiable and likely require human interpretation, while some failure modes and recoveries are documented (token auth failures, approvals disabled/dry-run, missing runtime directory).",0,1,1,3,0,4,3,complete,3,"Requires Node/npm and a running OpenClaw Gateway plus local files under ~/.openclaw (external service dependency via OPENCLAW_GATEWAY_URL and local token). Strong safety/constraint language: readonly defaults, gated approvals, and 'Critical constraint: Only modify files inside control-center/; Never modify ~/.openclaw/openclaw.json'. Tests are referenced via npm scripts but actual coverage/criteria not visible in SKILL.md; thresholds for 'healthy/degraded/critical' etc. are shown as enums but not defined."
SC08,safety-guard,affaan-m/everything-claude-code,https://github.com/affaan-m/everything-claude-code,https://www.skills.sh/affaan-m/everything-claude-code/safety-guard,security-and-compliance,2833,1930,N,187.3K,pass,pass,pass,Use this skill to prevent destructive operations when working on production systems or running agents autonomously.,Y,multi_step_workflow,4,1,3,3,1,3,2,1,2,3,"SKILL.md specifies clear operating modes (Careful/Freeze/Guard/Off) with concrete invocation examples (e.g., `/safety-guard freeze src/components/`, `/safety-guard guard --dir src/api/ --allow-read-all`) and an explicit mechanism description (""Uses PreToolUse hooks to intercept Bash, Write, Edit, and MultiEdit tool calls""). However, it omits full configuration details (e.g., how to extend patterns, exact confirmation UX, or rule precedence), and it is somewhat tied to a specific agent/tooling environment (Claude hooks, `~/.claude/safety-guard.log`).",2,objective,3,0,2,2,2,"The skill’s behavior is largely checkable via deterministic conditions (pattern/path matches leading to ""blocked"" vs ""asks for confirmation""), and it states observable outputs like blocking with an explanation and logging to `~/.claude/safety-guard.log`. But no tests or formal acceptance criteria are provided, and recovery guidance is limited to the single ""Unlock"" command (`/safety-guard off`) rather than broader failure-mode handling.",1,1,0,2,0,4,2,complete,3,"Requires a specific agent runtime supporting PreToolUse hooks and tools (Bash/Write/Edit/MultiEdit); external services not evidenced. Thresholds are partial: watched patterns list is explicit, but directory-freeze semantics beyond examples (e.g., symlinks, globbing, nested overrides) are not specified. Provenance limited to frontmatter `origin: ECC` without author/version/license."
SC09,secret-scanning,github/awesome-copilot,https://github.com/github/awesome-copilot,https://www.skills.sh/github/awesome-copilot/secret-scanning,security-and-compliance,2782,1961,Y,33.4K,missing,missing,missing,"Guide for configuring and managing GitHub secret scanning, push protection, custom patterns, and secret alert remediation. For pre-commit secret scanning in AI…",Y,multi_step_workflow,4,2,2,2,1,4,3,1,3,3,"The SKILL.md provides stepwise, UI-path-specific procedures for enabling Secret Protection/push protection and resolving blocked pushes (including concrete git command sequences and a YAML exclusion example), making the core workflow highly explicit. Supporting material is strong via tables (availability, alert types) and pointers to reference files plus an external plugin skill link, but execution is still GitHub-platform specific (repo/org settings, Advanced Security features) and assumes some security judgement (e.g., deciding exclusions, triage priority).",2,hybrid,2,0,2,3,2,"Evaluation is partly checkable (e.g., whether settings are enabled, whether a blocked push is resolved, whether a custom pattern dry run returns expected matches), but the artefact provides no automated tests. It includes some concrete limits/criteria (e.g., `paths-ignore` max 1,000 entries, file <1MB; dry run up to 1,000 results) and substantial failure-mode guidance around blocked pushes and bypass/delegated bypass workflows.",0,1,1,2,1,2,1,complete,3,"Requires GitHub Advanced Security/Secret Protection context (UI navigation, org settings) and optionally the `advanced-security@copilot-plugins` plugin for MCP tool `run_secret_scanning`, implying external service/platform dependence. Safety/limitations noted indirectly via best practices and explicit limits on exclusions; no explicit threat model or detailed trust-boundary guidance. Provenance present only as frontmatter name/description; no author/version/license in SKILL.md."
SC10,app-store-review,dpearson2699/swift-ios-skills,https://github.com/dpearson2699/swift-ios-skills,https://www.skills.sh/dpearson2699/swift-ios-skills/app-store-review,security-and-compliance,1674,2897,N,607,pass,pass,pass,"Prepare for App Store review and prevent rejections. Covers App Store review guidelines, app rejection reasons, PrivacyInfo.xcprivacy privacy manifest…",Y,end_to_end_process,3,2,2,4,1,3,3,2,2,3,"SKILL.md provides a structured, stepwise submission workflow (archive/upload/TestFlight/submit) plus concrete checklists (e.g., Review Checklist) and specific rule statements (guideline-linked do/don’t lists), making the core flow fairly executable. However, several parts still require judgement and app-specific interpretation (e.g., whether ATT is required, whether metadata is “accurate,” whether an entitlement is “justified,” and matching manifests to “actual network behavior”), and it is tied to Apple/iOS tooling and policies (Xcode, App Store Connect, StoreKit, ATT, EU DMA).",3,hybrid,2,0,2,2,2,"Evaluation is partly checkable via explicit checklist items and some concrete constraints (e.g., character limits, screenshot counts, phased release schedule, presence of PrivacyInfo.xcprivacy, demo credentials), but many acceptance criteria depend on Apple reviewer judgement and real app behavior (e.g., “meaningful native functionality,” “accurately describe,” “match observed network traffic”). No test suite or automated validation steps are provided; error/recovery guidance appears mainly in the rejection response/appeal process and some handling notes (e.g., interrupted purchases, ATT status cases).",0,1,1,2,0,2,2,complete,3,"Requires Apple ecosystem tools/services (Xcode, App Store Connect, TestFlight) and references additional repo docs under references/. No explicit version/author/license info beyond frontmatter name/description; no changelog/maintenance cues in SKILL.md. Thresholds exist for some metadata constraints (e.g., 30-char limits, 100-char keywords, screenshot/device requirements) but not comprehensive pass/fail criteria for overall compliance."
